GENUS;SPECIES;SPECNO;FULL_SPECIES;JAAR;BRON;HER_COOR;AMERSX;AMERSY;HOKX;X_Round;Y_Round;X_Y_COOR;check
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;124,8;460,2;0,1;124;460;124460;0
Apis;mellifera;587;Apis_mellifera;2004;3;3;124,9;462,4;0,1;124;462;124462;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;124,9;462,4;0,1;124;462;124462;0
Bombus;pratorum;602;Bombus_pratorum;2004;3;3;124,9;462,4;0,1;124;462;124462;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;124,9;462,4;0,1;124;462;124462;0
Chelostoma;rapunculi;725;Chelostoma_rapunculi;2004;4;3;124,9;462,4;0,1;124;462;124462;0
Megachile;willughbiella;754;Megachile_willughbiella;2004;2;3;124,9;462,4;0,1;124;462;124462;0
Apis;mellifera;587;Apis_mellifera;2010;3;W;124,024;473,081;0,001;124;473;124473;0
Apis;mellifera;587;Apis_mellifera;2009;3;W;124,71;483,823;0,001;124;483;124483;0
Bombus;lapidarius;596;Bombus_lapidarius;2008;3;W;124,52;483,385;0,001;124;483;124483;0
Andrena;bicolor;457;Andrena_bicolor;2008;2;3;124;544;1;124;544;124544;0
Megachile;willughbiella;754;Megachile_willughbiella;2008;2;3;124;544;1;124;544;124544;0
Bombus;pascuorum;600;Bombus_pascuorum;2010;3;W;125,189;404,648;0,001;125;404;125404;0
Andrena;barbilabris;456;Andrena_barbilabris;2006;3;W;125,4;455,7;0,1;125;455;125455;0
Andrena;carantonica;459;Andrena_carantonica;2007;3;W;125,03;455,382;0,001;125;455;125455;0
Andrena;nitida;496;Andrena_nitida;2006;3;W;125,4;455,7;0,1;125;455;125455;0
Apis;mellifera;587;Apis_mellifera;2007;3;W;125,054;455,393;0,001;125;455;125455;0
Bombus;hypnorum;594;Bombus_hypnorum;2006;3;W;125,4;455,7;0,1;125;455;125455;0
Bombus;pascuorum;600;Bombus_pascuorum;2007;3;W;125,049;455,374;0,001;125;455;125455;0
Chalicodoma;ericetorum;721;Chalicodoma_ericetorum;2009;3;W;125,69;455,756;0,001;125;455;125455;0
Osmia;rufa;763;Osmia_rufa;2007;3;W;125,396;455,608;0,001;125;455;125455;0
Andrena;nitida;496;Andrena_nitida;2007;3;W;125,657;457,021;0,001;125;457;125457;0
Hylaeus;communis;628;Hylaeus_communis;2004;2;3;125;485;1;125;485;125485;0
Osmia;rufa;763;Osmia_rufa;2010;3;W;125,263;489,53;0,01;125;489;125489;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2004;2;3;125,6;490,4;0,1;125;490;125490;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2007;2;3;125,9;499,1;0,1;125;499;125499;0
Bombus;lucorum;597;Bombus_lucorum;2010;3;W;125,896;499,461;0,001;125;499;125499;0
Anthidium;manicatum;719;Anthidium_manicatum;2007;3;W;125,811;503,072;0,001;125;503;125503;0
Bombus;lapidarius;596;Bombus_lapidarius;2011;3;W;125,824;503,087;0,001;125;503;125503;0
Bombus;terrestris;608;Bombus_terrestris;2011;3;W;125,812;503,089;0,001;125;503;125503;0
Andrena;tibialis;517;Andrena_tibialis;2009;2;3;125,3;521,3;0,1;125;521;125521;0
Nomada;ruficornis;548;Nomada_ruficornis;2009;2;3;125,3;521,3;0,1;125;521;125521;0
Bombus;lapidarius;596;Bombus_lapidarius;2007;3;3;125,1;544,7;0,1;125;544;125544;0
Bombus;pascuorum;600;Bombus_pascuorum;2007;3;3;125,1;544,7;0,1;125;544;125544;0
Bombus;terrestris;608;Bombus_terrestris;2007;2;3;125,7;544,7;0,1;125;544;125544;0
Bombus;lapidarius;596;Bombus_lapidarius;2009;3;W;125,786;545,102;0,001;125;545;125545;0
Bombus;lucorum;597;Bombus_lucorum;2007;2;3;125;586;1;125;586;125586;0
Bombus;muscorum;599;Bombus_muscorum;2007;2;3;125;586;1;125;586;125586;0
Macropis;europaea;775;Macropis_europaea;2005;2;3;126,6;410,8;0,1;126;410;126410;0
Macropis;europaea;775;Macropis_europaea;2005;2;3;126,6;416,8;0,1;126;416;126416;0
Andrena;rosae;506;Andrena_rosae;2009;3;W;126,253;425,866;0,001;126;425;126425;0
Bombus;lapidarius;596;Bombus_lapidarius;2008;3;W;126,124;426,763;0,001;126;426;126426;0
Bombus;lapidarius;596;Bombus_lapidarius;2004;3;3;126,7;427,2;0,1;126;427;126427;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;126,7;427,2;0,1;126;427;126427;0
Apis;mellifera;587;Apis_mellifera;2010;3;W;126,588;498,759;0,001;126;498;126498;0
Bombus;pascuorum;600;Bombus_pascuorum;2007;3;3;126;498;1;126;498;126498;0
Bombus;lapidarius;596;Bombus_lapidarius;2007;3;W;126,323;499,866;0,001;126;499;126499;0
Bombus;lucorum;597;Bombus_lucorum;2010;3;W;126,085;499,359;0,001;126;499;126499;0
Bombus;pascuorum;600;Bombus_pascuorum;2007;3;W;126,256;499,154;0,001;126;499;126499;0
Bombus;sylvestris;615;Bombus_sylvestris;2010;3;W;126,001;499,403;0,001;126;499;126499;0
Andrena;barbilabris;456;Andrena_barbilabris;2007;2;3;126,3;500,5;0,1;126;500;126500;0
Andrena;bicolor;457;Andrena_bicolor;2007;2;3;126,3;500;0,1;126;500;126500;0
Andrena;chrysosceles;461;Andrena_chrysosceles;2007;2;3;126,3;500,5;0,1;126;500;126500;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2007;2;3;126,3;500,5;0,1;126;500;126500;0
Anthophora;plumipes;530;Anthophora_plumipes;2003;2;3;126;503;1;126;503;126503;0
Melecta;albifrons;542;Melecta_albifrons;2003;2;3;126;503;1;126;503;126503;0
Nomada;flava;556;Nomada_flava;2009;2;3;126,4;514,9;0,1;126;514;126514;0
Nomada;marshamella;568;Nomada_marshamella;2009;2;3;126,1;515;0,1;126;515;126515;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2010;3;W;126,765;545,977;0,001;126;545;126545;0
Andrena;subopaca;513;Andrena_subopaca;2010;3;W;126,841;545,865;0,001;126;545;126545;0
Apis;mellifera;587;Apis_mellifera;2008;3;W;126,412;545,528;0,001;126;545;126545;0
Bombus;hypnorum;594;Bombus_hypnorum;2010;3;W;126,765;545,977;0,001;126;545;126545;0
Bombus;pratorum;602;Bombus_pratorum;2010;3;W;126,765;545,977;0,001;126;545;126545;0
Andrena;barbilabris;456;Andrena_barbilabris;2005;2;3;126;587;1;126;587;126587;0
Bombus;ruderarius;603;Bombus_ruderarius;2006;2;3;126;587;1;126;587;126587;0
Colletes;cunicularius;617;Colletes_cunicularius;2003;2;3;126;587;1;126;587;126587;0
Andrena;barbilabris;456;Andrena_barbilabris;2011;3;W;127,275;406,712;0,001;127;406;127406;0
Andrena;bicolor;457;Andrena_bicolor;2010;3;W;127,247;406,685;0,001;127;406;127406;0
Andrena;carantonica;459;Andrena_carantonica;2010;3;W;127,266;406,702;0,001;127;406;127406;0
Andrena;denticulata;467;Andrena_denticulata;2010;3;W;127,259;406,685;0,001;127;406;127406;0
Andrena;flavipes;472;Andrena_flavipes;2010;3;W;127,269;406,68;0,001;127;406;127406;0
Andrena;fulva;475;Andrena_fulva;2011;3;W;127,275;406,712;0,001;127;406;127406;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2011;3;W;127,272;406,705;0,001;127;406;127406;0
Andrena;labiata;487;Andrena_labiata;2011;3;W;127,266;406,698;0,001;127;406;127406;0
Anthophora;furcata;528;Anthophora_furcata;2010;3;W;127,276;406,715;0,001;127;406;127406;0
Apis;mellifera;587;Apis_mellifera;2010;3;W;127,266;406,705;0,001;127;406;127406;0
Bombus;campestris;612;Bombus_campestris;2010;3;W;127,271;406,693;0,001;127;406;127406;0
Bombus;hortorum;592;Bombus_hortorum;2010;3;W;127,275;406,682;0,001;127;406;127406;0
Bombus;hypnorum;594;Bombus_hypnorum;2010;3;W;127,282;406,685;0,001;127;406;127406;0
Bombus;lapidarius;596;Bombus_lapidarius;2010;3;W;127,281;406,708;0,001;127;406;127406;0
Bombus;lucorum;597;Bombus_lucorum;2010;3;W;127,274;406,696;0,001;127;406;127406;0
Bombus;pascuorum;600;Bombus_pascuorum;2010;3;W;127,275;406,71;0,01;127;406;127406;0
Bombus;pratorum;602;Bombus_pratorum;2010;3;W;127,272;406,696;0,001;127;406;127406;0
Bombus;terrestris;608;Bombus_terrestris;2010;3;W;127,263;406,7;0,01;127;406;127406;0
Chelostoma;rapunculi;725;Chelostoma_rapunculi;2010;3;W;127,278;406,7;0,01;127;406;127406;0
Halictus;tumulorum;658;Halictus_tumulorum;2010;3;W;127,273;406,713;0,001;127;406;127406;0
Heriades;truncorum;734;Heriades_truncorum;2010;3;W;127,275;406,719;0,001;127;406;127406;0
Hylaeus;communis;628;Hylaeus_communis;2010;3;W;127,266;406,684;0,001;127;406;127406;0
Hylaeus;hyalinatus;636;Hylaeus_hyalinatus;2010;3;W;127,315;406,55;0,01;127;406;127406;0
Lasioglossum;morio;685;Lasioglossum_morio;2010;3;W;127,276;406,704;0,001;127;406;127406;0
Lasioglossum;sexnotatum;667;Lasioglossum_sexnotatum;2010;3;W;127,278;406,68;0,01;127;406;127406;0
Nomada;flava;556;Nomada_flava;2011;3;W;127,268;406,7;0,01;127;406;127406;0
Nomada;flavopicta;558;Nomada_flavopicta;2010;3;W;127,267;406,683;0,001;127;406;127406;0
Nomada;zonata;794;Nomada_zonata;2011;3;W;127,273;406,715;0,001;127;406;127406;0
Osmia;rufa;763;Osmia_rufa;2010;3;W;127,276;406,719;0,001;127;406;127406;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2010;3;W;127,276;406,697;0,001;127;406;127406;0
Sphecodes;albilabris;699;Sphecodes_albilabris;2010;3;W;127,287;406,676;0,001;127;406;127406;0
Bombus;pascuorum;600;Bombus_pascuorum;2010;3;W;127,973;427,24;0,01;127;427;127427;0
Colletes;cunicularius;617;Colletes_cunicularius;2011;3;W;127,131;427,398;0,001;127;427;127427;0
Osmia;rufa;763;Osmia_rufa;2011;3;W;127,971;427,242;0,001;127;427;127427;0
Bombus;lapidarius;596;Bombus_lapidarius;2009;3;W;127,319;428,595;0,001;127;428;127428;0
Bombus;pascuorum;600;Bombus_pascuorum;2009;3;W;127,317;428,586;0,001;127;428;127428;0
Osmia;cornuta;758;Osmia_cornuta;2010;5;3;127;430;1;127;430;127430;0
Andrena;flavipes;472;Andrena_flavipes;2012;4;3;127;440;1;127;440;127440;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2010;3;W;127,752;440,546;0,001;127;440;127440;0
Nomada;ruficornis;548;Nomada_ruficornis;2012;4;3;127;440;1;127;440;127440;0
Hylaeus;confusus;629;Hylaeus_confusus;2007;2;3;127,38;458,3;0,01;127;458;127458;0
Andrena;flavipes;472;Andrena_flavipes;2006;2;3;127;484;1;127;484;127484;0
Bombus;hypnorum;594;Bombus_hypnorum;2006;3;3;127;484;1;127;484;127484;0
Bombus;lapidarius;596;Bombus_lapidarius;2006;3;3;127;484;1;127;484;127484;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;3;3;127;484;1;127;484;127484;0
Bombus;pratorum;602;Bombus_pratorum;2006;3;3;127;484;1;127;484;127484;0
Colletes;cunicularius;617;Colletes_cunicularius;2006;2;3;127;484;1;127;484;127484;0
Halictus;tumulorum;658;Halictus_tumulorum;2006;2;3;127;484;1;127;484;127484;0
Hylaeus;confusus;629;Hylaeus_confusus;2006;2;3;127;484;1;127;484;127484;0
Hylaeus;pectoralis;638;Hylaeus_pectoralis;2006;2;3;127;484;1;127;484;127484;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2006;2;3;127;484;1;127;484;127484;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2006;2;3;127;484;1;127;484;127484;0
Lasioglossum;zonulum;669;Lasioglossum_zonulum;2006;3;3;127;484;1;127;484;127484;0
Melitta;leporina;778;Melitta_leporina;2006;3;3;127;484;1;127;484;127484;0
Nomada;flava;556;Nomada_flava;2006;2;3;127;484;1;127;484;127484;0
Nomada;flavoguttata;557;Nomada_flavoguttata;2006;2;3;127;484;1;127;484;127484;0
Nomada;fucata;559;Nomada_fucata;2006;3;3;127;484;1;127;484;127484;0
Nomada;marshamella;568;Nomada_marshamella;2006;3;3;127;484;1;127;484;127484;0
Nomada;succincta;584;Nomada_succincta;2006;3;3;127;484;1;127;484;127484;0
Osmia;rufa;763;Osmia_rufa;2006;3;3;127;484;1;127;484;127484;0
Sphecodes;geoffrellus;703;Sphecodes_geoffrellus;2006;2;3;127;484;1;127;484;127484;0
Sphecodes;gibbus;704;Sphecodes_gibbus;2006;2;3;127;484;1;127;484;127484;0
Sphecodes;longulus;706;Sphecodes_longulus;2006;2;3;127;484;1;127;484;127484;0
Sphecodes;monilicornis;709;Sphecodes_monilicornis;2006;2;3;127;484;1;127;484;127484;0
Andrena;bicolor;457;Andrena_bicolor;2006;3;3;127;485;1;127;485;127485;0
Andrena;flavipes;472;Andrena_flavipes;2006;2;3;127;485;1;127;485;127485;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2006;3;3;127;485;1;127;485;127485;0
Andrena;labiata;487;Andrena_labiata;2006;2;3;127;485;1;127;485;127485;0
Andrena;minutula;491;Andrena_minutula;2006;2;3;127;485;1;127;485;127485;0
Bombus;hortorum;592;Bombus_hortorum;2006;3;3;127;485;1;127;485;127485;0
Bombus;hypnorum;594;Bombus_hypnorum;2006;3;3;127;485;1;127;485;127485;0
Bombus;lapidarius;596;Bombus_lapidarius;2006;2;3;127;485;1;127;485;127485;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;3;3;127;485;1;127;485;127485;0
Bombus;pratorum;602;Bombus_pratorum;2006;3;3;127;485;1;127;485;127485;0
Bombus;terrestris;608;Bombus_terrestris;2006;2;3;127;485;1;127;485;127485;0
Colletes;fodiens;619;Colletes_fodiens;2006;2;3;127;485;1;127;485;127485;0
Halictus;confusus;656;Halictus_confusus;2006;2;3;127;485;1;127;485;127485;0
Halictus;rubicundus;653;Halictus_rubicundus;2006;3;3;127;485;1;127;485;127485;0
Halictus;tumulorum;658;Halictus_tumulorum;2006;3;3;127;485;1;127;485;127485;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2006;2;3;127;485;1;127;485;127485;0
Lasioglossum;leucopus;679;Lasioglossum_leucopus;2006;2;3;127;485;1;127;485;127485;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2006;3;3;127;485;1;127;485;127485;0
Lasioglossum;morio;685;Lasioglossum_morio;2006;2;3;127;485;1;127;485;127485;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2006;2;3;127;485;1;127;485;127485;0
Megachile;willughbiella;754;Megachile_willughbiella;2006;2;3;127;485;1;127;485;127485;0
Nomada;fabriciana;553;Nomada_fabriciana;2006;2;3;127;485;1;127;485;127485;0
Nomada;fucata;559;Nomada_fucata;2006;3;3;127;485;1;127;485;127485;0
Nomada;marshamella;568;Nomada_marshamella;2006;2;3;127;485;1;127;485;127485;0
Sphecodes;miniatus;708;Sphecodes_miniatus;2006;2;3;127;485;1;127;485;127485;0
Sphecodes;monilicornis;709;Sphecodes_monilicornis;2006;3;3;127;485;1;127;485;127485;0
Sphecodes;puncticeps;712;Sphecodes_puncticeps;2006;2;3;127;485;1;127;485;127485;0
Hylaeus;pectoralis;638;Hylaeus_pectoralis;2004;2;3;127,3;492,2;0,1;127;492;127492;0
Bombus;pratorum;602;Bombus_pratorum;2010;3;W;127,737;499,503;0,001;127;499;127499;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2010;3;W;127,347;499,854;0,001;127;499;127499;0
Halictus;rubicundus;653;Halictus_rubicundus;2003;2;3;127;585;1;127;585;127585;0
Bombus;jonellus;595;Bombus_jonellus;2011;2;3;127,3;586,8;0,1;127;586;127586;0
Colletes;marginatus;622;Colletes_marginatus;2008;2;3;127,1;586,8;0,1;127;586;127586;0
Lasioglossum;albipes;670;Lasioglossum_albipes;2008;2;3;127,1;586,8;0,1;127;586;127586;0
Sphecodes;albilabris;699;Sphecodes_albilabris;2008;3;W;127,164;586,895;0,001;127;586;127586;0
Andrena;barbilabris;456;Andrena_barbilabris;2005;2;3;127;587;1;127;587;127587;0
Colletes;cunicularius;617;Colletes_cunicularius;2003;2;3;127;587;1;127;587;127587;0
Megachile;maritima;751;Megachile_maritima;2010;3;W;127,71;587,96;0,01;127;587;127587;0
Macropis;europaea;775;Macropis_europaea;2010;3;W;128,666;389,304;0,001;128;389;128389;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2007;2;3;128;394;1;128;394;128394;0
Hylaeus;communis;628;Hylaeus_communis;2007;2;3;128,1;394,8;0,1;128;394;128394;0
Epeoloides;coecutiens;535;Epeoloides_coecutiens;2010;3;W;128,938;402,28;0,01;128;402;128402;0
Heriades;truncorum;734;Heriades_truncorum;2010;3;W;128,938;402,28;0,01;128;402;128402;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2005;2;3;128;410;1;128;410;128410;0
Bombus;hypnorum;594;Bombus_hypnorum;2011;3;W;128,994;426,124;0,001;128;426;128426;0
Bombus;terrestris;608;Bombus_terrestris;2010;3;W;128,873;426,537;0,001;128;426;128426;0
Nomada;fabriciana;553;Nomada_fabriciana;2010;4;3;128,4;440,4;0,1;128;440;128440;0
Bombus;pratorum;602;Bombus_pratorum;2013;2;3;128,3;443,4;0,1;128;443;128443;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2013;2;3;128,3;443,4;0,1;128;443;128443;0
Halictus;tumulorum;658;Halictus_tumulorum;2005;2;3;128;450;1;128;450;128450;0
Halictus;tumulorum;658;Halictus_tumulorum;2007;2;3;128,362;458,458;0,001;128;458;128458;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2007;2;3;128,259;458,167;0,001;128;458;128458;0
Andrena;chrysosceles;461;Andrena_chrysosceles;2010;2;3;128,564;466,928;0,001;128;466;128466;0
Andrena;subopaca;513;Andrena_subopaca;2010;2;3;128,604;466,657;0,001;128;466;128466;0
Bombus;terrestris;608;Bombus_terrestris;2010;2;3;128,456;466,899;0,001;128;466;128466;0
Chelostoma;florisomne;724;Chelostoma_florisomne;2010;2;3;128,83;466,808;0,001;128;466;128466;0
Hylaeus;communis;628;Hylaeus_communis;2010;2;3;128,483;466,923;0,001;128;466;128466;0
Hylaeus;confusus;629;Hylaeus_confusus;2010;2;3;128,616;466,655;0,001;128;466;128466;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2010;2;3;128,835;466,805;0,001;128;466;128466;0
Lasioglossum;minutissimum;683;Lasioglossum_minutissimum;2010;2;3;128,83;466,81;0,001;128;466;128466;0
Megachile;centuncularis;746;Megachile_centuncularis;2010;2;3;128,452;466,904;0,001;128;466;128466;0
Melecta;albifrons;542;Melecta_albifrons;2010;2;3;128,424;466,895;0,001;128;466;128466;0
Nomada;flava;556;Nomada_flava;2010;2;3;128,464;466,906;0,001;128;466;128466;0
Nomada;flavoguttata;557;Nomada_flavoguttata;2010;2;3;128,691;466,768;0,001;128;466;128466;0
Osmia;cornuta;758;Osmia_cornuta;2010;2;3;128,408;466,463;0,001;128;466;128466;0
Andrena;helvola;483;Andrena_helvola;2010;2;3;128,543;467,022;0,001;128;467;128467;0
Andrena;barbilabris;456;Andrena_barbilabris;2006;2;3;128;484;1;128;484;128484;0
Andrena;carantonica;459;Andrena_carantonica;2006;2;3;128;484;1;128;484;128484;0
Andrena;chrysosceles;461;Andrena_chrysosceles;2006;2;3;128;484;1;128;484;128484;0
Andrena;flavipes;472;Andrena_flavipes;2006;3;3;128;484;1;128;484;128484;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2006;2;3;128;484;1;128;484;128484;0
Andrena;minutula;491;Andrena_minutula;2006;2;3;128;484;1;128;484;128484;0
Andrena;nigroaenea;495;Andrena_nigroaenea;2006;2;3;128;484;1;128;484;128484;0
Andrena;nitida;496;Andrena_nitida;2006;2;3;128;484;1;128;484;128484;0
Andrena;wilkella;521;Andrena_wilkella;2006;2;3;128;484;1;128;484;128484;0
Bombus;hortorum;592;Bombus_hortorum;2006;2;3;128;484;1;128;484;128484;0
Bombus;lapidarius;596;Bombus_lapidarius;2006;2;3;128;484;1;128;484;128484;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;2;3;128;484;1;128;484;128484;0
Bombus;sylvestris;615;Bombus_sylvestris;2006;2;3;128;484;1;128;484;128484;0
Colletes;cunicularius;617;Colletes_cunicularius;2006;3;3;128;484;1;128;484;128484;0
Halictus;rubicundus;653;Halictus_rubicundus;2006;2;3;128;484;1;128;484;128484;0
Hylaeus;confusus;629;Hylaeus_confusus;2006;2;3;128;484;1;128;484;128484;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2006;3;3;128;484;1;128;484;128484;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2006;2;3;128;484;1;128;484;128484;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2006;2;3;128;484;1;128;484;128484;0
Lasioglossum;zonulum;669;Lasioglossum_zonulum;2006;2;3;128;484;1;128;484;128484;0
Melitta;leporina;778;Melitta_leporina;2006;2;3;128;484;1;128;484;128484;0
Nomada;fabriciana;553;Nomada_fabriciana;2006;3;3;128;484;1;128;484;128484;0
Nomada;flava;556;Nomada_flava;2006;3;3;128;484;1;128;484;128484;0
Nomada;flavoguttata;557;Nomada_flavoguttata;2006;2;3;128;484;1;128;484;128484;0
Nomada;fucata;559;Nomada_fucata;2006;2;3;128;484;1;128;484;128484;0
Nomada;lathburiana;565;Nomada_lathburiana;2006;2;3;128;484;1;128;484;128484;0
Nomada;marshamella;568;Nomada_marshamella;2006;2;3;128;484;1;128;484;128484;0
Andrena;tibialis;517;Andrena_tibialis;2006;2;3;128;485;1;128;485;128485;0
Anthidium;manicatum;719;Anthidium_manicatum;2007;3;W;128,963;535,42;0,01;128;535;128535;0
Megachile;willughbiella;754;Megachile_willughbiella;2008;3;W;128,969;535,408;0,001;128;535;128535;0
Bombus;lapidarius;596;Bombus_lapidarius;2007;3;W;128,766;545,915;0,001;128;545;128545;0
Bombus;lapidarius;596;Bombus_lapidarius;2007;3;W;128,054;546,563;0,001;128;546;128546;0
Bombus;lapidarius;596;Bombus_lapidarius;2010;3;W;128,634;547,376;0,001;128;547;128547;0
Bombus;cryptarum;589;Bombus_cryptarum;2008;2;3;128;587;1;128;587;128587;0
Andrena;vaga;518;Andrena_vaga;2011;3;W;129,325;388,823;0,001;129;388;129388;0
Andrena;vaga;518;Andrena_vaga;2010;3;W;129,323;389,14;0,01;129;389;129389;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2010;3;W;129,325;389,156;0,001;129;389;129389;0
Nomada;lathburiana;565;Nomada_lathburiana;2010;3;W;129,323;389,14;0,01;129;389;129389;0
Andrena;denticulata;467;Andrena_denticulata;2010;3;W;129,415;390,855;0,001;129;390;129390;0
Andrena;dorsata;469;Andrena_dorsata;2007;2;3;129;394;1;129;394;129394;0
Andrena;flavipes;472;Andrena_flavipes;2007;2;3;129;394;1;129;394;129394;0
Andrena;ruficrus;507;Andrena_ruficrus;2007;2;3;129;394;1;129;394;129394;0
Hylaeus;communis;628;Hylaeus_communis;2007;2;3;129;394;1;129;394;129394;0
Andrena;denticulata;467;Andrena_denticulata;2010;3;W;129,04;402,392;0,001;129;402;129402;0
Andrena;flavipes;472;Andrena_flavipes;2010;3;W;129,104;402,237;0,001;129;402;129402;0
Andrena;vaga;518;Andrena_vaga;2011;3;W;129,847;402,331;0,001;129;402;129402;0
Bombus;campestris;612;Bombus_campestris;2010;3;W;129,04;402,392;0,001;129;402;129402;0
Bombus;terrestris;608;Bombus_terrestris;2010;3;W;129,417;402,841;0,001;129;402;129402;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2010;3;W;129,099;402,249;0,001;129;402;129402;0
Epeoloides;coecutiens;535;Epeoloides_coecutiens;2010;3;W;129,099;402,249;0,001;129;402;129402;0
Nomada;alboguttata;544;Nomada_alboguttata;2010;3;W;129,557;402,318;0,001;129;402;129402;0
Nomada;lathburiana;565;Nomada_lathburiana;2011;3;W;129,789;402,288;0,001;129;402;129402;0
Nomada;striata;583;Nomada_striata;2003;2;3;129;402;1;129;402;129402;0
Andrena;clarkella;463;Andrena_clarkella;2011;3;W;129,956;403,876;0,001;129;403;129403;0
Macropis;europaea;775;Macropis_europaea;2009;3;W;129,63;410,953;0,001;129;410;129410;0
Andrena;flavipes;472;Andrena_flavipes;2007;3;W;129,107;455,375;0,001;129;455;129455;0
Nomada;fucata;559;Nomada_fucata;2005;2;3;129,6;483,9;0,1;129;483;129483;0
Andrena;carantonica;459;Andrena_carantonica;2006;3;3;129;484;1;129;484;129484;0
Halictus;tumulorum;658;Halictus_tumulorum;2006;2;3;129;484;1;129;484;129484;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2006;2;3;129;484;1;129;484;129484;0
Lasioglossum;minutissimum;683;Lasioglossum_minutissimum;2006;2;3;129;484;1;129;484;129484;0
Nomada;flava;556;Nomada_flava;2006;2;3;129;484;1;129;484;129484;0
Nomada;marshamella;568;Nomada_marshamella;2009;2;3;129;514,2;0,1;129;514;129514;0
Bombus;lapidarius;596;Bombus_lapidarius;2010;3;W;129,355;515,105;0,001;129;515;129515;0
Bombus;pratorum;602;Bombus_pratorum;2010;3;W;129,331;515,145;0,001;129;515;129515;0
Andrena;vaga;518;Andrena_vaga;2011;3;W;130,154;390,845;0,001;130;390;130390;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2008;3;W;130,548;392,133;0,001;130;392;130392;0
Andrena;clarkella;463;Andrena_clarkella;2007;2;3;130;395;1;130;395;130395;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2007;2;3;130;395;1;130;395;130395;0
Andrena;ventralis;520;Andrena_ventralis;2007;2;3;130;395;1;130;395;130395;0
Bombus;pascuorum;600;Bombus_pascuorum;2008;3;W;130,5;397,5;0,1;130;397;130397;0
Nomada;fulvicornis;567;Nomada_fulvicornis;2008;2;3;130,9;399,2;0,1;130;399;130399;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2010;3;W;130,726;401,87;0,01;130;401;130401;0
Andrena;bicolor;457;Andrena_bicolor;2011;3;W;130,067;402,294;0,001;130;402;130402;0
Andrena;clarkella;463;Andrena_clarkella;2010;3;W;130,492;402,61;0,01;130;402;130402;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2011;3;W;130,057;402,988;0,001;130;402;130402;0
Andrena;vaga;518;Andrena_vaga;2010;3;W;130,145;402,25;0,01;130;402;130402;0
Bombus;bohemicus;611;Bombus_bohemicus;2011;3;W;130,156;402,318;0,001;130;402;130402;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2007;3;W;130,878;402,074;0,001;130;402;130402;0
Nomada;lathburiana;565;Nomada_lathburiana;2011;3;W;130,092;402,281;0,001;130;402;130402;0
Nomada;leucophthalma;566;Nomada_leucophthalma;2011;3;W;130,807;402,561;0,001;130;402;130402;0
Nomada;zonata;794;Nomada_zonata;2011;3;W;130,767;402,375;0,001;130;402;130402;0
Osmia;claviventris;737;Osmia_claviventris;2003;2;3;130;402;1;130;402;130402;0
Sphecodes;pellucidus;711;Sphecodes_pellucidus;2003;2;3;130;402;1;130;402;130402;0
Andrena;clarkella;463;Andrena_clarkella;2011;3;W;130,086;403,007;0,001;130;403;130403;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2011;3;W;130,576;403,112;0,001;130;403;130403;0
Andrena;vaga;518;Andrena_vaga;2010;3;W;130,953;403,454;0,001;130;403;130403;0
