GENUS;SPECIES;SPECNO;FULL_SPECIES;JAAR;BRON;HER_COOR;AMERSX;AMERSY;HOKX;X_Round;Y_Round;X_Y_COOR;check
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2010;2;3;141,1;479,6;0,1;141;479;141479;0
Nomada;ruficornis;548;Nomada_ruficornis;2010;2;3;141,1;479,6;0,1;141;479;141479;0
Anthidium;manicatum;719;Anthidium_manicatum;2005;2;3;141;597;1;141;597;141597;0
Colletes;cunicularius;617;Colletes_cunicularius;2006;2;3;141;597;1;141;597;141597;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2005;2;3;141;597;1;141;597;141597;0
Megachile;willughbiella;754;Megachile_willughbiella;2005;2;3;141;597;1;141;597;141597;0
Anthidium;manicatum;719;Anthidium_manicatum;2003;2;3;141;598;1;141;598;141598;0
Bombus;jonellus;595;Bombus_jonellus;2010;3;W;141,574;598,804;0,001;141;598;141598;0
Bombus;pascuorum;600;Bombus_pascuorum;2003;2;3;141;598;1;141;598;141598;0
Bombus;terrestris;608;Bombus_terrestris;2003;2;3;141;598;1;141;598;141598;0
Colletes;succinctus;624;Colletes_succinctus;2003;2;3;141;598;1;141;598;141598;0
Halictus;confusus;656;Halictus_confusus;2003;2;3;141;598;1;141;598;141598;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2003;2;3;141;598;1;141;598;141598;0
Megachile;willughbiella;754;Megachile_willughbiella;2003;2;3;141;598;1;141;598;141598;0
Nomada;fucata;559;Nomada_fucata;2003;2;3;141;598;1;141;598;141598;0
Sphecodes;albilabris;699;Sphecodes_albilabris;2003;2;3;141;598;1;141;598;141598;0
Bombus;jonellus;595;Bombus_jonellus;2006;2;3;142;382;1;142;382;142382;0
Halictus;tumulorum;658;Halictus_tumulorum;2006;2;3;142;382;1;142;382;142382;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2006;2;3;142;382;1;142;382;142382;0
Nomada;opaca;572;Nomada_opaca;2006;2;3;142;382;1;142;382;142382;0
Bombus;lucorum;597;Bombus_lucorum;2007;3;W;142,974;397,147;0,001;142;397;142397;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2013;3;3;142,5;426,5;0,1;142;426;142426;0
Apis;mellifera;587;Apis_mellifera;2013;3;3;142,5;426,5;0,1;142;426;142426;0
Bombus;hortorum;592;Bombus_hortorum;2013;3;3;142,5;426,5;0,1;142;426;142426;0
Bombus;hypnorum;594;Bombus_hypnorum;2013;3;3;142,5;426,5;0,1;142;426;142426;0
Bombus;lapidarius;596;Bombus_lapidarius;2013;3;3;142,5;426,5;0,1;142;426;142426;0
Bombus;pascuorum;600;Bombus_pascuorum;2013;3;3;142,5;426,5;0,1;142;426;142426;0
Bombus;pratorum;602;Bombus_pratorum;2013;3;3;142,5;426,5;0,1;142;426;142426;0
Osmia;rufa;763;Osmia_rufa;2013;3;3;142,5;426,5;0,1;142;426;142426;0
Apis;mellifera;587;Apis_mellifera;2010;3;W;142,39;440,728;0,001;142;440;142440;0
Andrena;labiata;487;Andrena_labiata;2010;4;3;142,964;441,175;0,001;142;441;142441;0
Apis;mellifera;587;Apis_mellifera;2013;3;3;142;450;0,1;142;450;142450;0
Bombus;lapidarius;596;Bombus_lapidarius;2013;3;3;142;450;0,1;142;450;142450;0
Bombus;pascuorum;600;Bombus_pascuorum;2013;3;3;142;450;0,1;142;450;142450;0
Bombus;terrestris;608;Bombus_terrestris;2013;3;3;142;450;0,1;142;450;142450;0
Andrena;chrysosceles;461;Andrena_chrysosceles;2010;2;3;142,7;453,8;0,1;142;453;142453;0
Andrena;ovatula;499;Andrena_ovatula;2009;2;3;142,29;453,563;0,001;142;453;142453;0
Apis;mellifera;587;Apis_mellifera;2010;3;W;142,461;453,983;0,001;142;453;142453;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;142;453,8;0,1;142;453;142453;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;142;453,8;0,1;142;453;142453;0
Lasioglossum;minutissimum;683;Lasioglossum_minutissimum;2009;2;3;142,305;453,693;0,001;142;453;142453;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;142;454;0,1;142;454;142454;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;142,3;454,1;0,1;142;454;142454;0
Lasioglossum;morio;685;Lasioglossum_morio;2009;2;3;142,341;454,937;0,001;142;454;142454;0
Andrena;flavipes;472;Andrena_flavipes;2007;2;3;142,4;456;0,1;142;456;142456;0
Bombus;lapidarius;596;Bombus_lapidarius;2004;3;3;142,8;456,9;0,1;142;456;142456;0
Bombus;lucorum;597;Bombus_lucorum;2004;3;3;142,8;456,9;0,1;142;456;142456;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;142,8;456,9;0,1;142;456;142456;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;142,8;456,9;0,1;142;456;142456;0
Andrena;dorsata;469;Andrena_dorsata;2010;2;3;142,544;457,955;0,001;142;457;142457;0
Andrena;fucata;474;Andrena_fucata;2010;2;3;142,841;457,872;0,001;142;457;142457;0
Andrena;nigroaenea;495;Andrena_nigroaenea;2010;2;3;142,544;457,955;0,001;142;457;142457;0
Bombus;hypnorum;594;Bombus_hypnorum;2004;3;3;142,5;457,9;0,1;142;457;142457;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;142,5;457,9;0,1;142;457;142457;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;142,5;457,9;0,1;142;457;142457;0
Hylaeus;communis;628;Hylaeus_communis;2010;2;3;142,507;457,724;0,001;142;457;142457;0
Lasioglossum;sabulosum;807;Lasioglossum_sabulosum;2010;2;3;142,761;457,953;0,001;142;457;142457;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2010;2;3;142,757;457,941;0,001;142;457;142457;0
Bombus;hypnorum;594;Bombus_hypnorum;2004;3;3;142,9;458,4;0,1;142;458;142458;0
Bombus;lapidarius;596;Bombus_lapidarius;2004;3;3;142,4;458,1;0,1;142;458;142458;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;142,4;458,1;0,1;142;458;142458;0
Bombus;pratorum;602;Bombus_pratorum;2004;3;3;142,4;458,1;0,1;142;458;142458;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;142,4;458,1;0,1;142;458;142458;0
Lasioglossum;fulvicorne;675;Lasioglossum_fulvicorne;2010;2;3;142,571;458,139;0,001;142;458;142458;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;142,8;459,6;0,1;142;459;142459;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;142,8;459,7;0,1;142;459;142459;0
Andrena;dorsata;469;Andrena_dorsata;2004;2;3;142,25;461,4;0,1;142;461;142461;0
Andrena;flavipes;472;Andrena_flavipes;2004;4;3;142,25;461,4;0,1;142;461;142461;0
Apis;mellifera;587;Apis_mellifera;2004;3;3;142,25;461,4;0,1;142;461;142461;0
Bombus;lapidarius;596;Bombus_lapidarius;2004;3;3;142,25;461,4;0,1;142;461;142461;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;142,25;461,4;0,1;142;461;142461;0
Bombus;pratorum;602;Bombus_pratorum;2004;3;3;142,25;461,4;0,1;142;461;142461;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;142,25;461,4;0,1;142;461;142461;0
Heriades;truncorum;734;Heriades_truncorum;2004;2;3;142,25;461,4;0,1;142;461;142461;0
Hylaeus;communis;628;Hylaeus_communis;2004;2;3;142,25;461,4;0,1;142;461;142461;0
Hylaeus;confusus;629;Hylaeus_confusus;2004;2;3;142,25;461,4;0,01;142;461;142461;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2004;4;3;142,25;461,4;0,1;142;461;142461;0
Lasioglossum;sabulosum;807;Lasioglossum_sabulosum;2004;2;3;142,25;461,4;0,1;142;461;142461;0
Panurgus;calcaratus;523;Panurgus_calcaratus;2004;4;3;142,25;461,4;0,1;142;461;142461;0
Bombus;pascuorum;600;Bombus_pascuorum;2008;3;3;142,7;462,8;0,1;142;462;142462;0
Bombus;pratorum;602;Bombus_pratorum;2008;3;3;142,7;462,8;0,1;142;462;142462;0
Bombus;terrestris;608;Bombus_terrestris;2008;3;3;142,7;462,8;0,1;142;462;142462;0
Heriades;truncorum;734;Heriades_truncorum;2008;4;3;142,7;462,8;0,1;142;462;142462;0
Andrena;barbilabris;456;Andrena_barbilabris;2008;4;3;142,9;463,1;0,1;142;463;142463;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;142,15;463,65;0,01;142;463;142463;0
Bombus;pratorum;602;Bombus_pratorum;2004;3;3;142,15;463,65;0,01;142;463;142463;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;142,15;463,65;0,01;142;463;142463;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2008;2;3;142,9;463,2;0,1;142;463;142463;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2008;2;3;142,9;463,1;0,1;142;463;142463;0
Sphecodes;longulus;706;Sphecodes_longulus;2008;2;3;142,9;463,1;0,1;142;463;142463;0
Andrena;fuscipes;478;Andrena_fuscipes;2006;2;3;142;473;1;142;473;142473;0
Bombus;pascuorum;600;Bombus_pascuorum;2010;3;W;142,645;477,585;0,001;142;477;142477;0
Andrena;barbilabris;456;Andrena_barbilabris;2010;4;3;142,3;478,3;0,1;142;478;142478;0
Andrena;carantonica;459;Andrena_carantonica;2010;2;3;142,7;478,9;0,1;142;478;142478;0
Andrena;fuscipes;478;Andrena_fuscipes;2006;2;3;142;478;1;142;478;142478;0
Bombus;hortorum;592;Bombus_hortorum;2007;2;3;142;478;1;142;478;142478;0
Bombus;hypnorum;594;Bombus_hypnorum;2010;3;3;142,7;478,9;0,1;142;478;142478;0
Bombus;pascuorum;600;Bombus_pascuorum;2010;3;3;142,7;478,9;0,1;142;478;142478;0
Bombus;sylvestris;615;Bombus_sylvestris;2010;2;3;142,7;478,9;0,1;142;478;142478;0
Bombus;terrestris;608;Bombus_terrestris;2010;2;3;142,3;478,3;0,1;142;478;142478;0
Colletes;succinctus;624;Colletes_succinctus;2006;2;3;142;478;1;142;478;142478;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2007;3;W;142,329;478,377;0,001;142;478;142478;0
Epeolus;cruciger;537;Epeolus_cruciger;2006;2;3;142;478;1;142;478;142478;0
Lasioglossum;brevicorne;671;Lasioglossum_brevicorne;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2006;2;3;142;478;1;142;478;142478;0
Lasioglossum;lucidulum;681;Lasioglossum_lucidulum;2010;2;3;142,3;478,3;0,1;142;478;142478;0
Lasioglossum;nitidiusculum;686;Lasioglossum_nitidiusculum;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Lasioglossum;punctatissimum;690;Lasioglossum_punctatissimum;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Lasioglossum;sabulosum;807;Lasioglossum_sabulosum;2010;2;3;142,3;478,3;0,1;142;478;142478;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Megachile;centuncularis;746;Megachile_centuncularis;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Megachile;circumcincta;747;Megachile_circumcincta;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Nomada;alboguttata;544;Nomada_alboguttata;2007;3;W;142,232;478,205;0,001;142;478;142478;0
Nomada;similis;581;Nomada_similis;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Nomada;succincta;584;Nomada_succincta;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Panurgus;banksianus;522;Panurgus_banksianus;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Sphecodes;crassus;700;Sphecodes_crassus;2010;2;3;142,7;478,9;0,1;142;478;142478;0
Sphecodes;longulus;706;Sphecodes_longulus;2010;2;3;142,3;478,3;0,1;142;478;142478;0
Sphecodes;miniatus;708;Sphecodes_miniatus;2010;2;3;142,3;478,3;0,1;142;478;142478;0
Sphecodes;pellucidus;711;Sphecodes_pellucidus;2010;2;3;142,3;478,3;0,1;142;478;142478;0
Sphecodes;puncticeps;712;Sphecodes_puncticeps;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Sphecodes;reticulatus;713;Sphecodes_reticulatus;2010;2;3;142,3;478,3;0,1;142;478;142478;0
Sphecodes;rubicundus;714;Sphecodes_rubicundus;2010;2;3;142,4;478,4;0,1;142;478;142478;0
Andrena;fucata;474;Andrena_fucata;2010;2;3;142,9;479,6;0,1;142;479;142479;0
Andrena;vaga;518;Andrena_vaga;2010;3;W;142,038;479,744;0,001;142;479;142479;0
Bombus;hortorum;592;Bombus_hortorum;2010;2;3;142,9;479;0,1;142;479;142479;0
Halictus;confusus;656;Halictus_confusus;2010;2;3;142,9;479;0,1;142;479;142479;0
Hylaeus;brevicornis;626;Hylaeus_brevicornis;2010;2;3;142,9;479;0,1;142;479;142479;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2010;2;3;142,4;479,4;0,1;142;479;142479;0
Nomada;alboguttata;544;Nomada_alboguttata;2010;2;3;142,9;479;0,1;142;479;142479;0
Nomada;lathburiana;565;Nomada_lathburiana;2010;3;W;142,038;479,744;0,001;142;479;142479;0
Nomada;leucophthalma;566;Nomada_leucophthalma;2011;3;W;142,622;479,917;0,001;142;479;142479;0
Sphecodes;pellucidus;711;Sphecodes_pellucidus;2010;2;3;142,9;479;0,1;142;479;142479;0
Sphecodes;reticulatus;713;Sphecodes_reticulatus;2010;2;3;142,9;479;0,1;142;479;142479;0
Sphecodes;rubicundus;714;Sphecodes_rubicundus;2010;2;3;142,9;479;0,1;142;479;142479;0
Andrena;vaga;518;Andrena_vaga;2010;3;W;142,669;480,073;0,001;142;480;142480;0
Colletes;cunicularius;617;Colletes_cunicularius;2011;3;W;142,039;483,433;0,001;142;483;142483;0
Andrena;fulva;475;Andrena_fulva;2011;3;W;142,479;486,309;0,001;142;486;142486;0
Andrena;barbilabris;456;Andrena_barbilabris;2005;3;3;142,4;597,8;0,1;142;597;142597;0
Andrena;flavipes;472;Andrena_flavipes;2005;2;3;142;597;1;142;597;142597;0
Anthidium;manicatum;719;Anthidium_manicatum;2006;2;3;142;597;1;142;597;142597;0
Apis;mellifera;587;Apis_mellifera;2010;3;W;142,481;597,663;0,001;142;597;142597;0
Bombus;cryptarum;589;Bombus_cryptarum;2009;2;3;142;597;1;142;597;142597;0
Coelioxys;elongata;729;Coelioxys_elongata;2009;2;3;142;597;1;142;597;142597;0
Coelioxys;mandibularis;731;Coelioxys_mandibularis;2010;2;3;142;597;0,1;142;597;142597;0
Colletes;cunicularius;617;Colletes_cunicularius;2004;2;3;142;597;1;142;597;142597;0
Colletes;fodiens;619;Colletes_fodiens;2009;2;3;142;597;1;142;597;142597;0
Colletes;marginatus;622;Colletes_marginatus;2010;2;3;142;597;0,1;142;597;142597;0
Dasypoda;hirtipes;774;Dasypoda_hirtipes;2010;2;3;142;597;0,1;142;597;142597;0
Epeolus;cruciger;537;Epeolus_cruciger;2006;2;3;142;597;1;142;597;142597;0
Halictus;confusus;656;Halictus_confusus;2009;2;3;142;597;1;142;597;142597;0
Halictus;rubicundus;653;Halictus_rubicundus;2005;2;3;142;597;1;142;597;142597;0
Hylaeus;brevicornis;626;Hylaeus_brevicornis;2009;2;3;142;597;1;142;597;142597;0
Hylaeus;gibbus;633;Hylaeus_gibbus;2009;2;3;142;597;1;142;597;142597;0
Lasioglossum;calceatum;672;Lasioglossum_calceatum;2005;2;3;142;597;1;142;597;142597;0
Megachile;leachella;749;Megachile_leachella;2010;2;3;142;597;0,1;142;597;142597;0
Megachile;maritima;751;Megachile_maritima;2006;2;3;142;597;1;142;597;142597;0
Megachile;versicolor;753;Megachile_versicolor;2010;2;3;142;597;0,1;142;597;142597;0
Megachile;willughbiella;754;Megachile_willughbiella;2006;2;3;142;597;1;142;597;142597;0
Andrena;barbilabris;456;Andrena_barbilabris;2004;2;3;142;598;1;142;598;142598;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2007;2;3;142;598;1;142;598;142598;0
Colletes;cunicularius;617;Colletes_cunicularius;2004;2;3;142;598;1;142;598;142598;0
Halictus;rubicundus;653;Halictus_rubicundus;2005;2;3;142;598;1;142;598;142598;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2005;2;3;142;598;1;142;598;142598;0
Lasioglossum;villosulum;697;Lasioglossum_villosulum;2007;2;3;142;598;1;142;598;142598;0
Sphecodes;pellucidus;711;Sphecodes_pellucidus;2007;2;3;142;598;1;142;598;142598;0
Andrena;fulvida;477;Andrena_fulvida;2006;2;3;143;381;1;143;381;143381;0
Andrena;subopaca;513;Andrena_subopaca;2006;2;3;143;381;1;143;381;143381;0
Bombus;hortorum;592;Bombus_hortorum;2006;2;3;143;381;1;143;381;143381;0
Bombus;hypnorum;594;Bombus_hypnorum;2006;3;3;143;381;1;143;381;143381;0
Bombus;jonellus;595;Bombus_jonellus;2006;2;3;143;381;1;143;381;143381;0
Bombus;pascuorum;600;Bombus_pascuorum;2006;3;3;143;381;1;143;381;143381;0
Bombus;pratorum;602;Bombus_pratorum;2006;3;3;143;381;1;143;381;143381;0
Bombus;sylvestris;615;Bombus_sylvestris;2006;2;3;143;381;1;143;381;143381;0
Lasioglossum;leucozonium;662;Lasioglossum_leucozonium;2006;2;3;143;381;1;143;381;143381;0
Lasioglossum;zonulum;669;Lasioglossum_zonulum;2006;2;3;143;381;1;143;381;143381;0
Nomada;opaca;572;Nomada_opaca;2006;2;3;143;381;1;143;381;143381;0
Nomada;striata;583;Nomada_striata;2006;2;3;143;381;1;143;381;143381;0
Sphecodes;monilicornis;709;Sphecodes_monilicornis;2006;2;3;143;381;1;143;381;143381;0
Bombus;jonellus;595;Bombus_jonellus;2006;2;3;143;383;1;143;383;143383;0
Lasioglossum;sabulosum;807;Lasioglossum_sabulosum;2006;2;3;143;383;1;143;383;143383;0
Andrena;carantonica;459;Andrena_carantonica;2003;2;3;143,4;417,1;0,1;143;417;143417;0
Andrena;dorsata;469;Andrena_dorsata;2003;2;3;143;417;1;143;417;143417;0
Andrena;flavipes;472;Andrena_flavipes;2003;2;3;143;417;1;143;417;143417;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2003;4;3;143,4;417,1;0,1;143;417;143417;0
Andrena;proxima;504;Andrena_proxima;2003;2;3;143;417;1;143;417;143417;0
Andrena;synadelpha;514;Andrena_synadelpha;2003;2;3;143,4;417,1;0,1;143;417;143417;0
Andrena;ventralis;520;Andrena_ventralis;2003;2;3;143;417;1;143;417;143417;0
Halictus;tumulorum;658;Halictus_tumulorum;2003;2;3;143;417;1;143;417;143417;0
Nomada;alboguttata;544;Nomada_alboguttata;2003;2;3;143;417;1;143;417;143417;0
Nomada;bifasciata;547;Nomada_bifasciata;2003;2;3;143;417;1;143;417;143417;0
Nomada;conjungens;549;Nomada_conjungens;2003;2;3;143;417;1;143;417;143417;0
Nomada;fabriciana;553;Nomada_fabriciana;2003;2;3;143;417;1;143;417;143417;0
Nomada;ferruginata;555;Nomada_ferruginata;2003;2;3;143;417;1;143;417;143417;0
Nomada;flava;556;Nomada_flava;2003;2;3;143;417;1;143;417;143417;0
Nomada;flavoguttata;557;Nomada_flavoguttata;2003;2;3;143;417;1;143;417;143417;0
Nomada;fucata;559;Nomada_fucata;2003;2;3;143;417;1;143;417;143417;0
Nomada;integra;564;Nomada_integra;2003;2;3;143;417;1;143;417;143417;0
Nomada;lathburiana;565;Nomada_lathburiana;2003;2;3;143;417;1;143;417;143417;0
Nomada;panzeri;573;Nomada_panzeri;2003;2;3;143,4;417,1;0,1;143;417;143417;0
Nomada;ruficornis;548;Nomada_ruficornis;2003;2;3;143;417;1;143;417;143417;0
Andrena;carantonica;459;Andrena_carantonica;2010;3;W;143,168;428,252;0,001;143;428;143428;0
Andrena;chrysosceles;461;Andrena_chrysosceles;2008;3;W;143,174;428,25;0,01;143;428;143428;0
Andrena;flavipes;472;Andrena_flavipes;2011;3;W;143,172;428,297;0,001;143;428;143428;0
Andrena;fulva;475;Andrena_fulva;2011;3;W;143,16;428,286;0,001;143;428;143428;0
Andrena;labiata;487;Andrena_labiata;2008;3;W;143,178;428,252;0,001;143;428;143428;0
Halictus;rubicundus;653;Halictus_rubicundus;2010;3;W;143,168;428,252;0,001;143;428;143428;0
Nomada;fabriciana;553;Nomada_fabriciana;2011;3;W;143,148;428,286;0,001;143;428;143428;0
Nomada;guttulata;563;Nomada_guttulata;2008;2;3;143,147;428,245;0,001;143;428;143428;0
Osmia;rufa;763;Osmia_rufa;2010;3;W;143,162;428,228;0,001;143;428;143428;0
Apis;mellifera;587;Apis_mellifera;2013;3;3;143,5;446,5;0,1;143;446;143446;0
Bombus;pascuorum;600;Bombus_pascuorum;2013;3;3;143,5;446,5;0,1;143;446;143446;0
Osmia;rufa;763;Osmia_rufa;2013;3;3;143,5;446,5;0,1;143;446;143446;0
Andrena;bicolor;457;Andrena_bicolor;2013;4;3;143,733;454,979;0,001;143;454;143454;0
Andrena;nigroaenea;495;Andrena_nigroaenea;2013;4;3;143,733;454,979;0,001;143;454;143454;0
Anthophora;plumipes;530;Anthophora_plumipes;2013;3;3;143,733;454,979;0,001;143;454;143454;0
Bombus;hypnorum;594;Bombus_hypnorum;2013;3;3;143,733;454,979;0,001;143;454;143454;0
Bombus;lapidarius;596;Bombus_lapidarius;2013;3;3;143,733;454,979;0,001;143;454;143454;0
Bombus;pascuorum;600;Bombus_pascuorum;2013;3;3;143,733;454,979;0,001;143;454;143454;0
Bombus;pratorum;602;Bombus_pratorum;2013;3;3;143,733;454,979;0,001;143;454;143454;0
Chelostoma;rapunculi;725;Chelostoma_rapunculi;2012;4;3;143,7;454,9;0,1;143;454;143454;0
Heriades;truncorum;734;Heriades_truncorum;2012;4;3;143,7;454,9;0,1;143;454;143454;0
Hylaeus;hyalinatus;636;Hylaeus_hyalinatus;2013;2;3;143,733;454,979;0,001;143;454;143454;0
Hylaeus;pictipes;640;Hylaeus_pictipes;2012;2;3;143,7;454,9;0,1;143;454;143454;0
Lasioglossum;sexstrigatum;695;Lasioglossum_sexstrigatum;2013;2;3;143,733;454,979;0,001;143;454;143454;0
Megachile;willughbiella;754;Megachile_willughbiella;2013;4;3;143,733;454,979;0,001;143;454;143454;0
Melitta;haemorrhoidalis;777;Melitta_haemorrhoidalis;2012;4;3;143,7;454,9;0,1;143;454;143454;0
Osmia;cornuta;758;Osmia_cornuta;2013;3;3;143,733;454,979;0,001;143;454;143454;0
Osmia;rufa;763;Osmia_rufa;2009;3;W;143,318;454,637;0,001;143;454;143454;0
Stelis;breviuscula;766;Stelis_breviuscula;2012;2;3;143,7;454,9;0,1;143;454;143454;0
Stelis;punctulatissima;771;Stelis_punctulatissima;2013;4;3;143,733;454,979;0,001;143;454;143454;0
Bombus;terrestris;608;Bombus_terrestris;2008;3;3;143,9;455,3;0,1;143;455;143455;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;143;456,7;0,1;143;456;143456;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;143;456,7;0,1;143;456;143456;0
Bombus;hortorum;592;Bombus_hortorum;2004;3;3;143,1;457,2;0,1;143;457;143457;0
Bombus;lucorum;597;Bombus_lucorum;2004;3;3;143,1;457,2;0,1;143;457;143457;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;143,1;457,2;0,1;143;457;143457;0
Bombus;terrestris;608;Bombus_terrestris;2004;3;3;143;457;0,1;143;457;143457;0
Bombus;pascuorum;600;Bombus_pascuorum;2004;3;3;143,1;458,2;0,1;143;458;143458;0
Hylaeus;gibbus;633;Hylaeus_gibbus;2008;2;3;143,909;458,156;0,001;143;458;143458;0
Andrena;barbilabris;456;Andrena_barbilabris;2007;2;3;143;459;1;143;459;143459;0
Nomada;alboguttata;544;Nomada_alboguttata;2003;2;3;143,6;459,9;0,1;143;459;143459;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2007;3;W;143,252;460,505;0,001;143;460;143460;0
Heriades;truncorum;734;Heriades_truncorum;2008;3;W;143,25;460,51;0,01;143;460;143460;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2008;4;3;143,1;463,1;0,1;143;463;143463;0
Bombus;pascuorum;600;Bombus_pascuorum;2008;3;3;143,1;463,1;0,1;143;463;143463;0
Bombus;pratorum;602;Bombus_pratorum;2008;3;3;143,1;463,1;0,1;143;463;143463;0
Nomada;flava;556;Nomada_flava;2008;2;3;143,1;463,1;0,1;143;463;143463;0
Nomada;ruficornis;548;Nomada_ruficornis;2008;4;3;143,1;463,1;0,1;143;463;143463;0
Nomada;succincta;584;Nomada_succincta;2008;4;3;143,1;463,1;0,1;143;463;143463;0
Osmia;rufa;763;Osmia_rufa;2009;3;W;143,752;465,789;0,001;143;465;143465;0
Apis;mellifera;587;Apis_mellifera;2007;3;W;143,612;469,778;0,001;143;469;143469;0
Andrena;vaga;518;Andrena_vaga;2007;3;W;143,448;470,937;0,001;143;470;143470;0
Bombus;lapidarius;596;Bombus_lapidarius;2007;3;3;143;470;1;143;470;143470;0
Nomada;lathburiana;565;Nomada_lathburiana;2007;3;W;143,448;470,937;0,001;143;470;143470;0
Andrena;barbilabris;456;Andrena_barbilabris;2007;2;3;143;471;1;143;471;143471;0
Bombus;norvegicus;613;Bombus_norvegicus;2010;2;3;143;471;1;143;471;143471;0
Bombus;pascuorum;600;Bombus_pascuorum;2010;3;3;143;471;1;143;471;143471;0
Halictus;confusus;656;Halictus_confusus;2010;2;3;143;471;1;143;471;143471;0
Lasioglossum;pauxillum;689;Lasioglossum_pauxillum;2010;2;3;143,4;471,9;0,1;143;471;143471;0
Nomada;alboguttata;544;Nomada_alboguttata;2010;2;3;143,4;471,9;0,1;143;471;143471;0
Sphecodes;crassus;700;Sphecodes_crassus;2010;2;3;143;471;1;143;471;143471;0
Sphecodes;gibbus;704;Sphecodes_gibbus;2010;2;3;143;471;1;143;471;143471;0
Sphecodes;rubicundus;714;Sphecodes_rubicundus;2010;2;3;143,4;471,9;0,1;143;471;143471;0
Andrena;cineraria;462;Andrena_cineraria;2007;3;W;143,602;476,928;0,001;143;476;143476;0
Andrena;vaga;518;Andrena_vaga;2007;3;W;143,602;476,928;0,001;143;476;143476;0
Nomada;lathburiana;565;Nomada_lathburiana;2007;3;W;143,699;476,992;0,001;143;476;143476;0
Sphecodes;albilabris;699;Sphecodes_albilabris;2007;3;W;143,602;476,928;0,001;143;476;143476;0
Bombus;lapidarius;596;Bombus_lapidarius;2009;3;3;143;479;1;143;479;143479;0
Bombus;pascuorum;600;Bombus_pascuorum;2009;3;3;143;479;1;143;479;143479;0
Bombus;pascuorum;600;Bombus_pascuorum;2009;3;3;143;480;1;143;480;143480;0
Bombus;pratorum;602;Bombus_pratorum;2009;3;3;143;480;1;143;480;143480;0
Bombus;sylvestris;615;Bombus_sylvestris;2009;3;3;143;480;1;143;480;143480;0
Bombus;terrestris;608;Bombus_terrestris;2009;3;3;143;480;1;143;480;143480;0
Lasioglossum;sabulosum;807;Lasioglossum_sabulosum;2009;2;3;143;480;1;143;480;143480;0
Nomada;sheppardana;579;Nomada_sheppardana;2009;2;3;143;480;1;143;480;143480;0
Apis;mellifera;587;Apis_mellifera;2007;3;W;143,581;487,097;0,001;143;487;143487;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2011;3;W;143,01;490,242;0,001;143;490;143490;0
Andrena;haemorrhoa;481;Andrena_haemorrhoa;2005;2;3;143;492;1;143;492;143492;0
