"CELL_ID" "X_ArcGIS" "Y_ArcGIS" "ED_total_6Classes" "Suitability" "ED_total_ManNat" "NumClasses_VEG_LU" "Mean_Patch_areaKm2_Veg_LU" "LUVEG_1" "LUVEG_2" "LUVEG_3" "LUVEG_4" "LUVEG_5" "LUVEG_6" "LUVEG_7" "LUVEG_8" "LUVEG_20" "LUVEG_30" "LUVEG_60"
146455 146500 455500.000000013 0.0702 60.375 0.0238246409674981 10 0.0650241382890365 0 21.625 0.25 49.6875 4.375 0.1875 5.9375 0 0.5625 0.25 17
146456 146500 456499.999999989 0.0811 42.4375 0.0574285714285714 9 0.0448079725829726 0 12.4375 1 37.125 2.1875 1.1875 15.9375 0.125 0 0 29.8125
146457 146500 457499.999999994 0.0759 42.0625 0.0497560975609756 12 0.0564204703541308 0.5625 8.875 6.5 23.4375 5.6875 4.0625 15.75 0.375 0.375 0.0625 32.8125
146458 146500 458499.999999998 0.06255 38.25 0.0372295719844358 11 0.0850154742917901 0 10.9375 1 47.6875 5.1875 2.75 8.3125 0.4375 2 0.25 18.25
146459 146500 459500.000000003 0.0108 8.75 0.0137022397891963 9 0.953411458333333 0 0.9375 2.625 1.125 0.8125 0.0625 1.875 0.125 0 0 0.4375
146460 146500 460500.000000008 0.0051 1.625 0.00888888888888889 6 0.996354166666667 0 0.0625 0 0.3125 0.0625 0 0.125 0 0 0 0.1875
146461 146500 461500.000000013 0.00965 26.8125 0.0160407383831954 8 0.957131696428571 0 2.4375 0.0625 1.0625 1 0 1 0 0 0.0625 0.0625
146462 146500 462499.999999989 0.07455 74 0.00925031766200762 9 0.0383607163033052 0.1875 28.1875 0.3125 48.25 11.8125 0 8.375 0.9375 0 0 1.0625
146463 146500 463499.999999994 0.0533 59.375 0.0102149178255373 9 0.0620090557590558 0 16.625 0.5 57.75 12.5625 3.1875 8.1875 0.0625 0 0.0625 1.0625
146464 146500 464499.999999999 0.0725 18.25 0.0287790697674419 10 0.045246601805732 0 8.9375 4.3125 12.625 8.3125 35.1875 14.6875 0.9375 0.75 0.625 13.625
146465 146500 465500.000000003 0.0721 41.8125 0.0393492822966507 10 0.0550494129208632 0 4.25 7.375 12.6875 6.875 18.75 14.9375 0.25 0 1.0625 30.875
146466 146500 466500.000000008 0.0452 31.5 0.0266856735566643 9 0.0734498111263736 0 5.4375 0.75 59.25 6.6875 11.6875 3.8125 0 0 0.875 11.1875
146467 146500 467500.000000013 0.0311 60.75 0.00913425345043915 7 0.262046457795004 0 7.8125 0 76.1875 11.4375 0.5 3.6875 0 0 0.0625 0.3125
146468 146500 468499.999999989 0.0513 60.875 0.00955613577023499 8 0.149527480332168 0 14.125 1.1875 64.6875 8.625 0.375 6.75 0 0 0.125 4.125
146469 146500 469499.999999994 0.06045 46.0625 0.0353263497179694 9 0.0486358813288161 0 11.125 0.375 50.375 6.0625 2.1875 7.4375 0 0 0.6875 21.625
146470 146500 470499.999999999 0.05395 46.4375 0.0395475113122172 11 0.115747109217827 0 2.6875 3.625 7.5625 5.625 26.8125 7.6875 0.125 1.0625 1.1875 41.125
146471 146500 471500.000000004 0.02835 15.8125 0.0100561797752809 11 0.141125831582633 0 1.25 1.6875 2.875 1.625 71.5 5.5 0.0625 4.5 0.0625 10.8125
146472 146500 472500.000000008 0.03345 14.4375 0.0107586206896552 11 0.18437752785409 0 1.1875 1.3125 3.0625 1.75 69.375 8.9375 0.1875 4.8125 0.0625 9.25
146473 146500 473500.000000013 0.0592 43.625 0.0374279379157428 10 0.121235338757628 0 2 5 2.25 1.8125 29.8125 15.1875 0.25 0 1.5 41.6875
146474 146500 474499.99999999 0.06795 37.4375 0.0424554455445545 11 0.0553671421859863 0 4.0625 3.9375 4 4.875 23.625 21.0625 0.3125 0.5625 1.3125 35.875
147365 147500 365500.000000009 0.0236 68.1875 0.0041025641025641 8 0.0479888712877624 4.625 44.375 0.375 0 2.125 0.9375 2 45.5 0 0 0.0625
147366 147500 366500.000000014 0.03995 83.6875 0.00575359599749844 9 0.0870141248554077 5.6875 55.5625 0.6875 11.5 11.1875 1.5 0.9375 12.875 0 0 0.0625
147367 147500 367499.99999999 0.0186 58.6875 0.0098 8 0.264896416083916 0 29.0625 1.6875 0.1875 1.5625 20.875 1.5625 39.8125 5.25 0 0
147368 147500 368499.999999995 0.01635 75.5 0.0124198617221873 8 0.128101418597742 0 22.125 0 0.4375 0.5 6.0625 0.625 54.5 15.1875 0 0.5625
147369 147500 369500 0.02645 60.1875 0.0140609137055838 9 0.0698643849112599 0 28.375 0.125 2.4375 1.5625 11.8125 3.8125 44.8125 5.5625 0 1.5
147370 147500 370500.000000005 0.0327 71.9375 0.0045872715816005 7 0.0509548554998923 0.9375 35.9375 0 15.125 3.125 0 7.1875 36.875 0 0.8125 0
147371 147500 371500.000000009 0.03225 56.1875 0.00465290806754221 8 0.0623816964285714 22.4375 40.5625 0 5.1875 2.1875 0.5625 3.625 25.375 0 0.0625 0
147372 147500 372500.000000014 0.033 55.25 0.0114142678347935 10 0.119992557932264 0.375 52.75 1.3125 5.6875 6.4375 7 2.5 14.875 8.9375 0 0.125
147373 147500 373499.99999999 0.0444 45.75 0.0228973277074543 12 0.0840534134849592 2.1875 19.0625 0.375 6.75 5.5625 24.1875 3.75 3.125 21.25 0.1875 13.125
147374 147500 374499.999999995 0.0478 48.9375 0.01456936226167 12 0.0765431947085173 0.25 39.75 0.1875 13.3125 6.25 7.75 4 5.5625 16.1875 0.5 4.9375
147375 147500 375500 0.0641 53.5625 0.0326361279170268 11 0.0741303089417585 0 11 2.25 8.0625 8.6875 15.25 7.8125 1.9375 17.0625 0.6875 21.25
147376 147500 376500.000000005 0.04575 76.25 0.0126493323963457 11 0.116241619287575 0 8.0625 0.375 1.3125 6.5625 15.75 1.75 1.4375 53.4375 0.5625 8.5
147377 147500 377500.00000001 0.0524 53.125 0.0140583554376658 10 0.0880559376285479 0 9.1875 4.5 1.625 5 26.1875 5.5625 1.1875 40.9375 0.0625 5.75
147378 147500 378499.999999986 0.04885 34.125 0.0156279069767442 10 0.0760860496411483 0 10.9375 1.375 3.3125 5.5 42.25 6.5625 1.8125 22.25 0.4375 5.5625
147379 147500 379499.999999991 0.03785 61.5 0.0139152759948652 10 0.19664265127988 0 13.8125 0.5625 4.6875 1.6875 22.3125 3.375 6 44.4375 0.5 2.625
147380 147500 380499.999999995 0.05735 52.4375 0.0258402203856749 11 0.0800107012628072 0 22.25 1.25 3.8125 1.0625 16.875 6.1875 10.0625 29.0625 0.8125 8.375
147381 147500 381500 0.05965 60 0.027787610619469 10 0.0556893385257979 0 16 1.25 0.8125 0.875 14.6875 8.75 8.3125 34.0625 0.5625 14.6875
147382 147500 382500.000000005 0.0454 47.8125 0.0238967741935484 10 0.0800455853580854 0 17.25 0.5 0.5625 0.75 18.75 7.5625 21.1875 30.0625 1.625 1.75
147383 147500 383500.00000001 0.0344 74.25 0.0180628608082104 9 0.12307541539343 0 13.5 0 0.125 0.6875 4.875 6.125 12.5 59.5 0.5 2.1875
147384 147500 384499.999999986 0.0371 63 0.0109379128137384 11 0.0963838166618273 0 11.875 0.1875 0.0625 2.0625 25.0625 1.625 4.6875 48.875 0.0625 5.125
147385 147500 385499.999999991 0.0286 61.3125 0.0164797913950456 10 0.0669819892473118 0.1875 22.9375 0.1875 0.125 0.5 5.4375 4 52.1875 10.3125 0 4.125
147386 147500 386499.999999996 0.0496 74.5 0.0166619915848527 9 0.102850299414638 0 15.4375 0.5 1.75 3.5 12.4375 4.9375 8.8125 41.75 0 10.875
147387 147500 387500 0.0488 55.0625 0.0172089857045609 11 0.0719049107142857 0 21.875 1.5625 0.5625 11.5625 17.875 3.25 2.4375 32.625 0.0625 7.6875
147388 147500 388500.000000005 0.0368 61.5625 0.00966799468791501 10 0.11836179668596 0 4.9375 1.75 0.6875 3.375 30.6875 2.6875 1.375 48.375 0 5.75
147389 147500 389500.00000001 0.0382 70.9375 0.00901856763925729 11 0.14653138926025 0 9.75 0.375 0.25 3.3125 23.5625 1.4375 2.125 53.0625 1.75 4.25
147390 147500 390499.999999986 0.05795 44.5625 0.0233762301286904 12 0.108352301841436 1.3125 14.1875 0.75 1.3125 5.875 30.4375 5.0625 2.8125 20.5625 8.5 8.9375
147391 147500 391499.999999991 0.06485 65 0.0221823617339312 12 0.0655514680709555 0.125 11.125 3.0625 1.3125 5.1875 11.4375 8.3125 2.6875 39.75 0.75 12.9375
147392 147500 392499.999999996 0.07935 46.3125 0.0299540581929556 12 0.0355367635836386 0.1875 16.5625 1.5625 1.625 6.1875 21.8125 11 5.9375 16.625 0.25 18.125
147393 147500 393500.000000001 0.059 73.25 0.0185586822237474 12 0.0537668408920586 0.0625 18.0625 2.625 0.5625 6.6875 9.8125 3.125 3.625 46.1875 0.0625 7.9375
147394 147500 394500.000000005 0.04905 76.9375 0.0131279303415941 11 0.102923563415751 0 12.1875 0.5625 2 5.0625 11.75 1.4375 2.875 56.625 0.1875 5.6875
147395 147500 395500.00000001 0.0477 37.5625 0.0128900255754476 11 0.119941933432065 2.375 16.5625 1.3125 0.5625 5.8125 40.25 7.5 4.4375 18.9375 1.6875 0.5625
147396 147500 396499.999999987 0.0584 17.0625 0.0194936708860759 9 0.0529637571374704 5.5625 36 1.375 16.125 0.9375 22.875 5.4375 10.3125 0 1.375 0
147397 147500 397499.999999991 0.0478 34.6875 0.0166561514195584 10 0.0707619660364146 20.125 35.125 0.0625 6.5625 0.5625 8.75 12.1875 15.625 0 0.75 0.25
147398 147500 398499.999999996 0.0471 44.1875 0.0175098296199214 11 0.062133556547619 7.5 28.75 0.25 11.5625 1.1875 19.5625 3.625 18.625 2.8125 5.6875 0.4375
147399 147500 399500.000000001 0.05975 65.5625 0.019536730641959 11 0.0703800127823565 0.0625 29.5 1 6.6875 4.8125 8.5 5.0625 10 28.625 1.0625 4.6875
147400 147500 400500.000000006 0.0484 69.5625 0.0130889341479973 10 0.0821970772283272 0 10.375 0.75 1.625 5.75 17.1875 3.875 1.5625 49.5 2.75 6.625
147401 147500 401500.00000001 0.04425 53.0625 0.0126565589980224 10 0.0819004343292101 0 7.0625 0.375 2.875 5.3125 34.625 3.3125 2.5625 37.875 5.5 0.5
147402 147500 402499.999999987 0.0735 45.875 0.0233924769339957 11 0.0420731183914906 0 13.125 3.5 2.5 9.875 21.625 10.5625 1.875 23.75 3.8125 9.125
147403 147500 403499.999999992 0.05665 52.75 0.0133068257123923 11 0.0494033612405815 0 17.75 1.5625 4.6875 7.125 22.8125 6.0625 2.875 31.3125 0.3125 5.4375
147404 147500 404499.999999996 0.06375 31.75 0.0219185645272602 11 0.0886318331510307 0 15.875 3.5 15.25 7.9375 22.9375 8 1.875 15.125 3.375 5.625
147405 147500 405500.000000001 0.0723 56.5 0.0553020134228188 11 0.0588441896645022 0 13.4375 2.5 6.9375 4.8125 5.125 12.5625 1 0.0625 2.9375 50.0625
147406 147500 406500.000000006 0.0701 56.625 0.0710860366713681 11 0.0821936840184187 0 9.1875 2.1875 11.9375 4.375 3.25 11.9375 1 0.125 0.8125 53.9375
147407 147500 407500.000000011 0.0831 48.1875 0.0703286384976526 11 0.0603109971170555 2.0625 16 1.625 17.375 3.375 1 9.1875 2.5 0 1.4375 45.25
147408 147500 408499.999999987 0.0735 37.125 0.040650406504065 11 0.115422230410306 0.75 37.375 1.125 10.1875 6.5625 2.8125 8.9375 2.3125 6.75 4.5 18.6875
147409 147500 409499.999999992 0.03645 67.4375 0.013718791064389 10 0.234047870140612 0 8.8125 0.375 2.5625 3.625 18.375 2.25 2.5 55.5 4.125 1.875
147410 147500 410499.999999997 0.05405 51.0625 0.0218459191456903 12 0.193954183098678 0.375 6.5625 1.75 0.875 3.75 22.0625 9.8125 3.125 30.75 2.75 15.875
147411 147500 411500.000000001 0.07225 65.1875 0.0775583482944345 10 0.108603461661759 0 4.875 3.25 1.75 4.125 5.9375 13.5625 0.875 0 6.5 56.5
147412 147500 412500.000000006 0.07625 61.75 0.0586928104575163 10 0.0758246095253809 0 2.5625 7.5 0.3125 1.9375 6.5625 15.3125 0.8125 0 8.75 42.375
147413 147500 413500.000000011 0.0623 43.6875 0.0260190073917635 11 0.0626122882029894 0 5.75 3.25 1.875 0.8125 28.375 13.3125 2.9375 1.9375 27.6875 12.4375
147414 147500 414499.999999987 0.07265 41.875 0.040181323662738 11 0.0568781716577092 0 10.875 4.625 5.625 3.3125 23.875 11.1875 2.125 7.25 13.625 17.3125
147415 147500 415499.999999992 0.0628 61.1875 0.036474428726877 12 0.127821431189778 0.125 3.1875 3.25 3 0.75 17.125 11.3125 1.9375 15.4375 16.6875 23.8125
147416 147500 416499.999999997 0.06075 55.5 0.0382775119617225 12 0.0837916021524163 0.125 6.75 3.6875 0.9375 1.875 19.8125 8.9375 2.3125 6.8125 24.1875 24.125
147417 147500 417500.000000002 0.03895 74.6875 0.0140479548660085 10 0.631328841212988 0 5.8125 2.8125 1.1875 1.875 10.0625 3.9375 1.625 59.75 9.375 3.5625
147418 147500 418500.000000006 0.053 56.625 0.0225060630557801 11 0.0853645849831063 0 5.375 4.5 0.25 0.8125 24.5 5.8125 2.0625 31.4375 1.4375 22.5625
147419 147500 419500.000000011 0.04605 32.5 0.0151927119831815 11 0.0991660355575797 0 6.6875 1.4375 4.5 2.25 49.1875 4.25 1.4375 18.625 1.9375 9.4375
147420 147500 420499.999999987 0.029 7.375 0.0079628400796284 11 0.411236922799423 0 1.6875 2.5625 0.25 2.125 78.125 7.5625 0.375 1.5 0.0625 5.6875
147421 147500 421499.999999992 0.03055 10.8125 0.0107733333333333 11 0.190565501904496 0 2.5625 0.875 0.375 3.625 78.375 2.9375 0.5625 4.3125 1 5.25
147422 147500 422499.999999997 0.0364 22.1875 0.00907763769077638 10 0.140259232954545 0 5.25 0.75 0.3125 4.4375 65.8125 2.5625 0.8125 14 0 5.8125
147423 147500 423500.000000002 0.05655 37.3125 0.0156896551724138 11 0.0639806140362107 0 4.0625 2.5625 1.125 1.5 44.0625 7.9375 1.875 20.6875 1.25 12.75
147424 147500 424500.000000007 0.059 64.75 0.0204009623095429 12 0.0830503458089363 0.625 4.0625 3.75 0.75 2.125 15.375 12.8125 1.8125 34.375 11.75 8.5
147425 147500 425500.000000011 0.03385 68.625 0.0276288659793814 11 0.142168120278414 0.4375 2.8125 0.75 0 0.4375 27.8125 3.375 0.875 11.5625 45.125 3.75
147426 147500 426499.999999988 0.048 17.625 0.0186373626373626 11 0.0808444969631661 0.3125 7.875 7.4375 3.3125 1.875 57.3125 4.8125 1.6875 0.6875 11.5625 3.125
147427 147500 427499.999999992 0.0521 30.1875 0.023023102310231 11 0.0953605946854869 0.25 13.4375 2.125 15.6875 6.25 31.3125 3.9375 0.75 20.9375 0.4375 4.875
147428 147500 428499.999999997 0.03745 50.125 0.0115348837209302 10 0.0891107914232914 0 5.125 3.5 0.3125 2.4375 37 3.9375 0.9375 40.8125 0 5.8125
147429 147500 429500.000000002 0.0484 66.625 0.0150316678395496 10 0.106222321428571 0 11.0625 2.375 1.5 0.875 21.75 4.1875 2.25 44.75 1.1875 10.0625
147430 147500 430500.000000007 0.0612 51.875 0.0240816326530612 10 0.0591696039527795 0 6.375 5 0.5625 4.6875 21.8125 9.0625 3.75 22.25 0.4375 26.0625
147431 147500 431500.000000012 0.08055 53.4375 0.0389145728643216 11 0.0440248430668648 0 4.8125 6.375 0.6875 2.6875 8.125 23.0625 2.5 13.1875 2.4375 35.6875
147432 147500 432499.999999988 0.0805 53.375 0.0646231155778895 12 0.0768352643140589 0.3125 5.5 4.5625 2.4375 5.625 4.9375 21.625 1.25 2.75 3.5625 46.5625
147433 147500 433499.999999993 0.0599 71.5 0.023489623366641 12 0.127677832700177 0.3125 5.875 4.125 1.5625 1.875 6.5 11.625 1.875 47.25 4 14.5625
147434 147500 434499.999999997 0.0346 59.8125 0.0115957446808511 11 0.151075076931179 0 4.0625 1.375 0.875 0.5625 33.1875 2.8125 1.125 49.875 1.5625 4.3125
147435 147500 435500.000000002 0.0182 42.9375 0.00601929260450161 10 0.240357580532213 0 2.0625 0.75 0.125 0.6875 53.375 0.3125 0.375 39.3125 0.625 2.375
147436 147500 436500.000000007 0.02415 23.4375 0.0137341349365397 11 0.21812755720157 2.375 2.0625 0.1875 4.25 1.0625 65.3125 1.25 0.3125 16.6875 0.0625 6.4375
147437 147500 437500.000000012 0.01635 7.9375 0.00753363228699552 11 0.494091861263736 0 1.75 0.4375 2.5 0.8125 84.5625 1.75 0.1875 5.375 0.375 2.1875
147438 147500 438499.999999988 0.04225 32.4375 0.0164904214559387 11 0.0928881715111934 0 4.0625 1.4375 2.1875 4.6875 43 8.8125 1.625 11.625 19.3125 3
147439 147500 439499.999999993 0.04855 25.25 0.0234250764525994 11 0.107238041577123 0 9 1.1875 1.625 9 50.875 3.25 0.5 6.1875 6.375 11.5
147440 147500 440499.999999998 0.05965 47 0.0206373292867982 11 0.0610708331438636 0 5.625 6.9375 0.0625 2.875 31 7.4375 1.5625 26.75 1.125 16.0625
147441 147500 441500.000000003 0.0468 36.0625 0.0184399649430324 10 0.0981319412312833 0 4.875 2.125 1.125 0.9375 44.9375 5.625 1.1875 6.125 31.8125 1.25
147442 147500 442500.000000007 0.0311 20.4375 0.00946959896507115 11 0.170738957902001 0.3125 2.0625 2.375 3.6875 0.9375 67.875 3.5625 0.4375 15.3125 0.5625 2.875
147443 147500 443500.000000012 0.03775 41 0.0166790766939687 10 0.133249796073809 0 3.5 1.1875 2.375 3.125 40.6875 9.1875 0.6875 23 15.3125 0.9375
147444 147500 444499.999999988 0.0307 52.3125 0.00780741704619388 10 0.140527418659772 0 0.75 1.25 0.5625 2.75 36.125 7.5625 0.3125 46.625 0 3.8125
147445 147500 445499.999999993 0.03075 32.5625 0.00771838331160365 11 0.129980443882098 0.0625 1.875 1.375 0.125 0.75 55.6875 7.25 0.8125 27.5625 1.3125 3.1875
147446 147500 446499.999999998 0.03935 44.0625 0.0157202797202797 12 0.116697037337662 0.0625 1.875 1.8125 5.25 2.5 35.125 9.375 0.75 32.4375 3.1875 7.5625
147447 147500 447500.000000003 0.05425 2.8125 0.0199229781771502 11 0.0708625992063492 1.1875 3.375 4.375 3.8125 7.8125 51.5 23.25 1.8125 0.125 0.6875 2.0625
147448 147500 448500.000000008 0.06545 10.25 0.0224230517354289 11 0.047601679457318 0.125 4.8125 3.5 7 10.125 41.625 23 0.5625 4.625 2.5 2.125
147449 147500 449500.000000012 0.0415 12.625 0.00513207547169811 10 0.122744780393218 0 4.375 4.625 0.5625 2.5625 69.125 6.4375 1.0625 10.625 0.25 0.375
147450 147500 450499.999999989 0.0605 43.1875 0.0281922196796339 11 0.0708804641812865 0 3.25 3.625 15.5 3.75 22.5625 9.4375 0.625 22.9375 1.4375 16.75
147451 147500 451499.999999993 0.0664 63.1875 0.075583596214511 10 0.175796659972187 0 2.625 4.1875 10.25 3.5625 4.8125 11.4375 0 2.5625 1.5625 58.9375
147452 147500 452499.999999998 0.0665 48.25 0.0506508875739645 10 0.101745865519939 0 6.3125 1.625 35.875 4.1875 1.5625 12.5 0 0.3125 1.4375 36.0625
147453 147500 453500.000000003 0.0545 57.3125 0.0155223880597015 10 0.082483151897798 2.75 14.3125 0.5 55.25 6.5625 4.3125 6.625 1.8125 0 1.25 6.625
147454 147500 454500.000000008 0.0581 65.25 0.0124710687542546 9 0.0454535044801365 0.875 17.5625 1 43.375 17 3.3125 6.6875 2 0 0 8.1875
147455 147500 455500.000000013 0.067 55.25 0.0204209097080787 12 0.0465032681134655 0.0625 19.25 0.625 50.625 13.5 0.125 7.5 0.1875 0.1875 0.25 7.625
147456 147500 456499.999999989 0.06275 44.1875 0.019960396039604 9 0.047594128679219 0.0625 18.6875 4.0625 52.9375 10.5625 0.25 7.9375 0.1875 0 0 5.3125
147457 147500 457499.999999994 0.0758 41.1875 0.0115458627325208 9 0.0521164061393965 0.3125 32.3125 1.0625 29 16.5625 5.6875 10.8125 1.5 0 0 2.75
147458 147500 458499.999999998 0.0741 41.0625 0.0481901279707495 11 0.0475287172546997 0.6875 8.4375 3.3125 28.9375 4.625 3.5625 17.875 0.5625 0 0.125 31.5
147459 147500 459500.000000003 0.0365 40.4375 0.0298974836905871 8 0.360901245915033 0 2 4.875 5.375 1.1875 0.8125 7.1875 0 0 0 28.6875
147460 147500 460500.000000008 0.01735 20.5 0.0139060402684564 7 0.812703869047619 0 3.875 2.4375 9.0625 7.9375 0.4375 0.9375 0 0 0 0
147461 147500 461500.000000013 0.04385 39.9375 0.0150576184379001 9 0.218500434027778 0 14.375 0.625 29.8125 10.8125 4.25 3 0.0625 0 0 1.75
147462 147500 462499.999999989 0.0531 72.6875 0.0127296937416778 10 0.10312251984127 0.1875 18.125 0.3125 48.625 13.375 0.3125 4.625 1.1875 0 0 2
147463 147500 463499.999999994 0.0689 43.0625 0.0317251680358476 10 0.0416744158684979 0 9.375 3.4375 39.625 8.5625 5.9375 16.5625 0.0625 0.125 0.1875 16.125
147464 147500 464499.999999999 0.07805 56.75 0.0708309455587393 11 0.12180660361221 0.3125 2.375 4.1875 3.25 4.75 6.875 21 0.5625 0 5.1875 50.8125
147465 147500 465500.000000003 0.0691 73.1875 0.0896969696969697 10 0.346192279075092 0 1.1875 5.25 2.125 0.6875 1.5625 15.25 0.0625 0 1.4375 66.8125
147466 147500 466500.000000008 0.0629 52.4375 0.05143583227446 10 0.106500637422613 0 3.25 3.3125 7.0625 4.625 16.9375 13.6875 0.0625 0 0.6875 49.75
147467 147500 467500.000000013 0.0526 33.6875 0.0306344410876133 10 0.058582633302254 0 8.6875 1.6875 56.625 7.25 2.875 4.375 0 1.1875 3.9375 13.3125
147468 147500 468499.999999989 0.0689 51.3125 0.0360034752389227 11 0.0789378720238095 0.125 11.0625 1.1875 41.125 9.3125 0.1875 8.8125 0.0625 0 0.6875 27.3125
147469 147500 469499.999999994 0.07425 59.875 0.0848598130841122 9 0.0604137826459255 0 7.75 2.5625 15.875 0.75 0.25 12.75 0 0 0.5 58.875
147470 147500 470499.999999999 0.0384 35.8125 0.0260175267770204 10 0.253014459224986 0 1.3125 1.75 4.75 1.25 47.625 6.9375 0.25 0 0.75 34.6875
147471 147500 471500.000000004 0.0071 1 0.005 3 0.988214285714286 0 0 0 0 0 98.5 0.5 0 0 1 0
147472 147500 472500.000000008 0.00655 0.8125 0.004940138626339 3 0.991354166666667 0 0 0 0 0 98.9375 0.25 0 0 0.8125 0
147473 147500 473500.000000013 0.0109 12.4375 0.0067866323907455 4 0.969444444444444 0 0 0 0 0 86.9375 0.625 0 9.6875 2.75 0
147474 147500 474499.99999999 0.01535 2.375 0.00594110115236876 10 0.337271634615385 0 0.125 0.125 0.9375 0.25 88.1875 1.9375 0.125 0 0.8125 1.3125
148365 148500 365500.000000009 0.0412 64.6875 0.0152355673523557 9 0.0734686879960317 0 49.125 0.375 4.8125 1.875 13.6875 3.1875 14.5 6.625 0 5.8125
148366 148500 366500.000000014 0.03605 70.375 0.0178865979381443 10 0.107882753489327 0 49.25 1.125 5.8125 3 0.25 4.3125 23 10.25 0.0625 2.9375
148367 148500 367499.99999999 0.027 69.25 0.016551724137931 9 0.121977715890431 0 35.9375 0.1875 2.6875 1.875 17.5625 1.1875 28.25 12 0 0.3125
148368 148500 368499.999999995 0.04845 56.8125 0.0270814814814815 12 0.0803904223041451 0.125 18.1875 1.75 2.25 1.6875 19.4375 7.875 16.9375 15.6875 0.0625 15.3125
148369 148500 369500 0.0418 66.8125 0.0129458388375165 9 0.129623734108325 0 21 2.1875 2.1875 3.375 14.3125 5.375 4 42.1875 0 5.375
148370 148500 370500.000000005 0.03705 69.8125 0.00545 9 0.0993948863636364 7.75 52.375 0.1875 14.625 13.3125 0.0625 2.25 8.75 0.6875 0 0
148371 148500 371500.000000009 0.06245 48.9375 0.0276733013040494 11 0.0789430411967419 0 41.4375 6.3125 16.6875 9.9375 2.8125 5.3125 1.0625 7.5 5.5625 3.3125
148372 148500 372500.000000014 0.0577 61 0.0303866565579985 10 0.153455931600112 0 13.0625 1.625 7.8125 9.9375 12.625 4 1.5625 31.8125 8.1875 9.375
148373 148500 373499.99999999 0.0412 71 0.0133420195439739 9 0.115101785265388 0 8 0.8125 1.6875 7.6875 18.4375 2.25 1.25 55.8125 0 4.0625
148374 148500 374499.999999995 0.0623 67.4375 0.0307320754716981 11 0.063048669039294 0 14.5 0.6875 5.9375 4.875 9.4375 6.4375 2.8125 37.5 0.25 16.8125
148375 148500 375500 0.0713 48.0625 0.0379259259259259 11 0.0617529273107761 0 10.4375 6.5 4.75 4.1875 14.875 11.9375 2.125 12.5625 1 31.25
148376 148500 376500.000000005 0.04375 63.8125 0.0149180327868852 10 0.0972555572169059 0 7.5625 1.125 1.125 3 23.5625 3.25 2.875 49 0 8.375
148377 148500 377500.00000001 0.03075 36.75 0.00994897959183673 11 0.159940097402597 0 9 0.0625 0.375 3.125 49.9375 0.6875 4.3125 28.8125 0.125 1.625
148378 148500 378499.999999986 0.03765 28.625 0.0159032907991941 10 0.0866817115995574 0 7.5625 0.5 0.0625 0.4375 50.875 4.6875 11.5 17.4375 0 6.6875
148379 148500 379499.999999991 0.0429 45.25 0.0159670781893004 11 0.0915500922688423 0 7.875 0.75 0.375 0.1875 37.0625 3.1875 11.6875 29.6875 0.25 8.4375
148380 148500 380499.999999995 0.0525 66.875 0.0263045032165833 11 0.08922900419473 0 10.25 0.75 0.25 0.375 10.75 6.1875 15.1875 43.625 0.1875 12.1875
148381 148500 381500 0.06995 47.5 0.0447910863509749 10 0.0543477562170888 0 17.0625 1.375 1.375 0.375 10 15.875 17.8125 3.4375 0 32.1875
148382 148500 382500.000000005 0.03575 67 0.0145454545454545 9 0.144672103446868 0.125 13.6875 0 3.5 0.25 10.25 7.5 22.25 39.375 0 3.0625
148383 148500 383500.00000001 0.0421 71.25 0.00695 8 0.21288820432019 0.25 30 0 15.0625 3.8125 0.125 14.0625 19.125 17.5625 0 0
148384 148500 384499.999999986 0.0398 64.5 0.012779552715655 11 0.108796567741469 1.125 27.875 0.3125 5.4375 3.875 9.75 3.1875 4.75 41.5 0 2.0625
148385 148500 385499.999999991 0.03755 78.625 0.01015 9 0.123955649702601 0.0625 54.6875 0.3125 0.6875 9.5 1.5625 5.625 13.4375 14.125 0 0
148386 148500 386499.999999996 0.04815 51.9375 0.00831559173450219 10 0.183395089285714 4.0625 57.1875 0.3125 2.9375 12 0.1875 5.0625 7.9375 10.125 0.1875 0
148387 148500 387500 0.0389 50.75 0.00515322076297686 8 0.188758633885902 0 66.8125 0.1875 9.0625 18.3125 0 2.9375 2.1875 0.4375 0.0625 0
148388 148500 388500.000000005 0.0363 59.125 0.0111723254324151 9 0.161264001155382 0 14.9375 1.3125 2.375 5.375 21.875 2.625 1.625 47.4375 0 2.4375
148389 148500 389500.00000001 0.0645 70.875 0.016973125884017 11 0.0609394885989844 0 12.8125 2.5 1.125 5.125 11.6875 4.125 5.6875 45.125 0.125 11.0625
148390 148500 390499.999999986 0.066 39.625 0.0263931623931624 12 0.0732411529620209 0.625 8.875 4.5 1.625 3.125 32.0625 10.25 2.5 9.4375 4 18.0625
148391 148500 391499.999999991 0.0635 71.5 0.022238695329874 11 0.091612609862064 0 11.8125 1.625 1.75 4.9375 12.375 5.6875 2.125 44 0.1875 14.375
148392 148500 392499.999999996 0.05585 43.375 0.0153475935828877 11 0.0631322135466872 0 13.3125 0.8125 2.5 4.8125 36 4.25 3.75 28.0625 0.1875 6.125
148393 148500 393500.000000001 0.05865 44.5625 0.0186528497409326 11 0.066043236209706 0.125 20.875 0.625 0.875 6 27.1875 5.5 3.375 31.875 0.1875 3.375
